,method,name
3760,  final void <extra_id_0>(final Weapon weapon) {    assertNotNull(weapon);    var enchantment = weapon.getEnchantment();    assertNotNull(enchantment);    assertNotNull(weapon.getEnchantment());    weapon.swing();    verify(enchantment).apply();    verifyNoMoreInteractions(enchantment);    weapon.wield();    verify(enchantment).onActivate();    verifyNoMoreInteractions(enchantment);    weapon.unwield();    verify(enchantment).onDeactivate();    verifyNoMoreInteractions(enchantment);  },testBasicWeaponActions
2805,"  public boolean <extra_id_0>() throws Exception {    try {      deleteschema.execute(DELETE_SCHEMA);      queryOrders.close();      queyOrderById.close();      deleteschema.close();      insertIntoOrders.close();      conn.close();      return true;    } catch (Exception e) {      LOGGER.error(e.getLocalizedMessage(), e.getCause());    }    return false;  }",deleteSchema
1545,  public void <extra_id_0>() {    isHappy = true;  }  @Override,makeHappy
3429,"    void <extra_id_0>() throws Exception {        for (double d = 0.1; d < 2; d = d + 0.1) {            paymentTime *= d;            queueTaskTime *= d;            Commander c = buildCommanderObjectVanilla();            var order = new Order(new User(""K"", ""J""), ""pen"", 1f);            for (Order.MessageSent ms : Order.MessageSent.values()) {                c.placeOrder(order);                assertFalse(StringUtils.isBlank(order.id));            }        }    }    @Test",testPlaceOrderVanilla
1726,  void <extra_id_0>() {    presenter.start();    presenter.cancelled();    assertFalse(stub.isOpened());  }  @Test,cancellation
2109,    public Long <extra_id_0>() {        return id;    },getId
3699,  public boolean <extra_id_0>() {    return cache.size() >= capacity;  }  /**   * Get LRU data.   *   * @return {@link UserAccount}   */,isFull
2782,"  void <extra_id_0>() {    var eventManager = new EventManager();    try {      var aEventId = eventManager.createAsync(60);      eventManager.start(aEventId);      assertEquals(1, eventManager.getEventPool().size());      assertTrue(eventManager.getEventPool().size() < EventManager.MAX_RUNNING_EVENTS);      assertEquals(-1, eventManager.numOfCurrentlyRunningSyncEvent());      eventManager.cancel(aEventId);      assertTrue(eventManager.getEventPool().isEmpty());    } catch (MaxNumOfEventsAllowedException | LongRunningEventException | EventDoesNotExistException e) {      LOGGER.error(e.getMessage());    }  }  @Test",testAsynchronousEvent
3750,  void <extra_id_0>();,swing
3768,  public static void <extra_id_0>(String[] args) {    var host1 = new Client();    var host2 = new Client();    host1.useService(12);    host2.useService(73);  },main
1404,"  void <extra_id_0>() {    final var observer = mock(Race.class);    final var weather = new GenWeather();    weather.addObserver(observer);    verifyNoMoreInteractions(observer);    weather.timePasses();    assertEquals(""The weather changed to rainy."", appender.getLastMessage());    verify(observer).update(weather, WeatherType.RAINY);    weather.removeObserver(observer);    weather.timePasses();    assertEquals(""The weather changed to windy."", appender.getLastMessage());    verifyNoMoreInteractions(observer);    assertEquals(2, appender.getLogSize());  }  /**   * Verify if the weather passes in the order of the {@link WeatherType}s   */  @Test",testAddRemoveObserver
612,"  void <extra_id_0>() {    final var model = new GiantModel(""giant1"", Health.HEALTHY, Fatigue.ALERT,        Nourishment.SATURATED);    Action action = new Action(model);    assertEquals(Nourishment.SATURATED, model.getNourishment());    var messageFormat = ""Giant giant1, The giant looks healthy, alert and %s."";    for (final var nourishment : Nourishment.values()) {      action.setNourishment(nourishment);      assertEquals(nourishment, model.getNourishment());      assertEquals(String.format(messageFormat, nourishment), model.toString());    }  }  /**   * Test update model.   */  @Test",testSetNourishment
694,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteWithoutException
3565,"  public static void <extra_id_0>(String[] args) {    var serverStartTime = System.nanoTime();    var delayedService = new DelayedRemoteService(serverStartTime, 5);    var delayedServiceCircuitBreaker = new DefaultCircuitBreaker(delayedService, 3000, 2,        2000 * 1000 * 1000);    var quickService = new QuickRemoteService();    var quickServiceCircuitBreaker = new DefaultCircuitBreaker(quickService, 3000, 2,        2000 * 1000 * 1000);    //Create an object of monitoring service which makes both local and remote calls    var monitoringService = new MonitoringService(delayedServiceCircuitBreaker,        quickServiceCircuitBreaker);    //Fetch response from local resource    LOGGER.info(monitoringService.localResourceResponse());    //Fetch response from delayed service 2 times, to meet the failure threshold    LOGGER.info(monitoringService.delayedServiceResponse());    LOGGER.info(monitoringService.delayedServiceResponse());    //Fetch current state of delayed service circuit breaker after crossing failure threshold limit    //which is OPEN now    LOGGER.info(delayedServiceCircuitBreaker.getState());    //Meanwhile, the delayed service is down, fetch response from the healthy quick service    LOGGER.info(monitoringService.quickServiceResponse());    LOGGER.info(quickServiceCircuitBreaker.getState());    //Wait for the delayed service to become responsive    try {      LOGGER.info(""Waiting for delayed service to become responsive"");      Thread.sleep(5000);    } catch (InterruptedException e) {      e.printStackTrace();    }    //Check the state of delayed circuit breaker, should be HALF_OPEN    LOGGER.info(delayedServiceCircuitBreaker.getState());    //Fetch response from delayed service, which should be healthy by now    LOGGER.info(monitoringService.delayedServiceResponse());    //As successful response is fetched, it should be CLOSED again.    LOGGER.info(delayedServiceCircuitBreaker.getState());  }",main
681,  void <extra_id_0>() {    final var normalCreature = mock(Creature.class);    when(normalCreature.getSize()).thenReturn(Size.NORMAL);    final var smallCreature = mock(Creature.class);    when(smallCreature.getSize()).thenReturn(Size.SMALL);    final var normalSelector = new SizeSelector(Size.NORMAL);    assertTrue(normalSelector.test(normalCreature));    assertFalse(normalSelector.test(smallCreature));  },testMovement
2277,"  public void <extra_id_0>() {    administration.resetLottery();    logger.info(""The lottery ticket database was cleared."");  }",resetLottery
2288,  public MongoClient <extra_id_0>() {    return mongoClient;  }  /**   * Get mongo database.   *   * @return mongo database   */,getMongoClient
1549,  public boolean <extra_id_0>(King king) {    return this.isFlirty && king.isHappy && !king.isDrunk;  },getFlirted
1018,"    public ChapterResult<Integer> <extra_id_0>(Integer value) {      records.add(""-1"");      return ChapterResult.success(value);    }  }  class Service2 extends Service<Integer> {    @Override    public String getName() {      return ""2"";    }    @Override    public ChapterResult<Integer> process(Integer value) {      records.add(""+2"");      return ChapterResult.success(value);    }    @Override    public ChapterResult<Integer> rollback(Integer value) {      records.add(""-2"");      return ChapterResult.success(value);    }  }  class Service3 extends Service<Integer> {    @Override    public String getName() {      return ""3"";    }    @Override    public ChapterResult<Integer> process(Integer value) {      records.add(""+3"");      return ChapterResult.success(value);    }    @Override    public ChapterResult<Integer> rollback(Integer value) {      records.add(""-3"");      return ChapterResult.success(value);    }  }  class Service4 extends Service<Integer> {    @Override    public String getName() {      return ""4"";    }    @Override    public ChapterResult<Integer> process(Integer value) {      records.add(""+4"");      return ChapterResult.failure(value);    }    @Override    public ChapterResult<Integer> rollback(Integer value) {      records.add(""-4"");      return ChapterResult.success(value);    }  }}",rollback
2350,"  void <extra_id_0>() {    assertEquals(0, mongoEventLog.getEventsCollection().countDocuments());  }  @Test",testSetup
57,  public void <extra_id_0>(Soldier soldier) {    // Do nothing  }  /**   * Sergeant Visitor method.   * @param sergeant Sergeant to be visited   */  @Override,visit
3720,  public UserAccount <extra_id_0>(final String userId) {    if (db.containsKey(userId)) {      return db.get(userId);    }    return null;  }  /**   * Write to DB.   *   * @param userAccount {@link UserAccount}   * @return {@link UserAccount}   */  @Override,readFromDb
637,"  public Object <extra_id_0>(String serviceName) {    if (serviceName.equals(""jndi/serviceA"")) {      LOGGER.info(""Looking up service A and creating new service for A"");      return new ServiceImpl(""jndi/serviceA"");    } else if (serviceName.equals(""jndi/serviceB"")) {      LOGGER.info(""Looking up service B and creating new service for B"");      return new ServiceImpl(""jndi/serviceB"");    } else {      return null;    }  }",lookup
1098,  public Saga <extra_id_0>(Saga saga) {    var nextSaga = saga;    Object nextVal;    var chapterName = saga.getCurrent().getName();    if (chapterName.equals(getName())) {      if (saga.isForward()) {        nextSaga = process(saga);        nextVal = nextSaga.getCurrentValue();        if (nextSaga.isCurrentSuccess()) {          nextSaga.forward();        } else {          nextSaga.back();        }      } else {        nextSaga = rollback(saga);        nextVal = nextSaga.getCurrentValue();        nextSaga.back();      }      if (isSagaFinished(nextSaga)) {        return nextSaga;      }      nextSaga.setCurrentValue(nextVal);    }    var finalNextSaga = nextSaga;    return sd.find(chapterName).map(ch -> ch.execute(finalNextSaga))        .orElseThrow(serviceNotFoundException(chapterName));  },execute
814,"  public T <extra_id_0>() throws BusinessException {    do {      try {        return this.op.perform();      } catch (BusinessException e) {        this.errors.add(e);        if (this.attempts.incrementAndGet() >= this.maxAttempts || !this.test.test(e)) {          throw e;        }        try {          var testDelay = (long) Math.pow(2, this.attempts()) * 1000 + RANDOM.nextInt(1000);          var delay = Math.min(testDelay, this.maxDelay);          Thread.sleep(delay);        } catch (InterruptedException f) {          //ignore        }      }    } while (true);  }",perform
2401,  public int <extra_id_0>() {    return number;  }  @Override,interpret
2978,"  public void <extra_id_0>() {    final var executorService = Executors.newSingleThreadScheduledExecutor();    executorService.scheduleAtFixedRate(new Runnable() {      final World world = new World();      @Override      public void run() {        var countries = world.fetch();        LOGGER.info(""Our world currently has the following countries:-"");        countries.stream().map(country -> ""\t"" + country).forEach(LOGGER::info);      }    }, 0, 15, TimeUnit.SECONDS); // Run at every 15 seconds.  }  /**   * Program entry point.   *   * @param args command line args   */",run
