,method,name
3605,  void <extra_id_0>() {    MockitoAnnotations.openMocks(this);  }  /**   * Test used to verify the happy path of {@link ThreadAsyncExecutor#startProcess(Callable)}   */  @Test,setUp
786,  void <extra_id_0>() {    final var king = new King();    king.getFed();    king.getDrink();    king.changeMood();    assertTrue(king.getMood());  }  @Test,testFedDrunkUncomplimentedKing
1664,"  void <extra_id_0>() {    final var model = new GiantModel(Health.HEALTHY, Fatigue.ALERT, Nourishment.SATURATED);    assertEquals(Nourishment.SATURATED, model.getNourishment());    var messageFormat = ""The giant looks healthy, alert and %s."";    for (final var nourishment : Nourishment.values()) {      model.setNourishment(nourishment);      assertEquals(nourishment, model.getNourishment());      assertEquals(String.format(messageFormat, nourishment), model.toString());    }  }",testSetNourishment
2547,"  void <extra_id_0>() {    var weapon = factory.create(WeaponType.AXE);    verifyWeapon(weapon, Axe.class);  }  /**   * Testing {@link WeaponFactory} to produce a SWORD asserting that the Weapon is an instance of   * {@link Sword}   */  @Test",testAxeWeapon
3584,"  void <extra_id_0>() {    var imagePath = ""/product-image.png"";    var price = ""20"";    when(imageClient.getImagePath()).thenReturn(imagePath);    when(priceClient.getPrice()).thenReturn(price);    var desktopProduct = apiGateway.getProductDesktop();    assertEquals(price, desktopProduct.getPrice());    assertEquals(imagePath, desktopProduct.getImagePath());  }  /**   * Tests getting the data for a mobile client   */  @Test",testGetProductDesktop
1342,  public void <extra_id_0>(Item item) throws InterruptedException {    queue.put(item);  },put
2450,  protected abstract FluentIterable<Integer> <extra_id_0>(final Iterable<Integer> integers);  @Test,createFluentIterable
3358,"  private void <extra_id_0>() { //commander controls operations done to queue    var list = queue.exceptionsList;    var t2 = new Thread(() -> {      Retry.Operation op = (list1) -> {        if (!list1.isEmpty()) {          LOG.warn(""Error in accessing queue db to do tasks, trying again.."");          throw list1.remove(0);        }        doTasksInQueue();      };      Retry.HandleErrorIssue<QueueTask> handleError = (o, err) -> {      };      var r = new Retry<>(op, handleError, numOfRetries, retryDuration,          e -> DatabaseUnavailableException.class.isAssignableFrom(e.getClass()));      try {        r.perform(list, null);      } catch (Exception e1) {        e1.printStackTrace();      }    });    t2.start();  }",tryDoingTasksInQueue
1073,  Saga <extra_id_0>(Saga saga);  /**   * The operation executed in rollback case.   *   * @param saga incoming saga   * @return result {@link Saga}   */,process
2527,  WeaponType <extra_id_0>();,getWeaponType
573,  public String <extra_id_0>() {    return name;  },getName
3363,"  private void <extra_id_0>(Order order) {    if (System.currentTimeMillis() - order.createdTime >= this.messageTime) {      LOG.trace(ORDER_ID + "": Message time for order over, returning.."", order.id);      return;    }    var list = messagingService.exceptionsList;    var t = new Thread(() -> {      Retry.Operation op = (l) -> {        handlePaymentFailureRetryOperation(order, l);      };      Retry.HandleErrorIssue<Order> handleError = (o, err) -> {        handlePaymentErrorIssue(order, o);      };      var r = new Retry<>(op, handleError, numOfRetries, retryDuration,          e -> DatabaseUnavailableException.class.isAssignableFrom(e.getClass()));      try {        r.perform(list, order);      } catch (Exception e1) {        e1.printStackTrace();      }    });    t.start();  }",sendPaymentFailureMessage
765,  boolean <extra_id_0>();,getMood
847,  public ServerSocketChannel <extra_id_0>() {    return (ServerSocketChannel) super.getJavaChannel();  }  /**   * Reads and returns {@link ByteBuffer} from the underlying {@link SocketChannel} represented by   * the <code>key</code>. Due to the fact that there is a dedicated channel for each client   * connection we don't need to store the sender.   */  @Override,getJavaChannel
3072,"    void <extra_id_0>() {        customerDao = mock(CustomerDao.class);        customer = Customer.builder()                .name(""customer"")                .money(Money.of(CurrencyUnit.USD, 100.0))                .customerDao(customerDao)                .build();        product = Product.builder()                .name(""product"")                .price(Money.of(USD, 100.0))                .expirationDate(LocalDate.now().plusDays(10))                .productDao(mock(ProductDao.class))                .build();    }    @Test",setUp
2558,"  void <extra_id_0>() {    final List<Long> numbers = Arrays.asList(1L, 3L, 4L, 7L, 8L);    final List<SquareNumberRequest> requests =        numbers.stream().map(SquareNumberRequest::new).toList();    final Consumer consumer = new Consumer(0L);    final Long sumOfSquaredNumbers = FanOutFanIn.fanOutFanIn(requests, consumer);    Assertions.assertEquals(139, sumOfSquaredNumbers);  }",fanOutFanInTest
942,  public String <extra_id_0>() {    return msg;  },toString
2098,"  void <extra_id_0>() {    final var cake = new Cake();    assertNull(cake.getTopping());    final var expectedTopping = new CakeTopping(""DummyTopping"", 1000);    cake.setTopping(expectedTopping);    assertEquals(expectedTopping, cake.getTopping());  }  @Test",testSetTopping
2221,"  protected void <extra_id_0>() {    while (isGameRunning()) {      processInput();      update();      render();    }  }  /**   * Each time when update() is invoked, a new frame is created, and the bullet will be   * moved 0.5f away from the current position.   */",processGameLoop
2332,"  void <extra_id_0>() {    var repository = new InMemoryTicketRepository();    assertTrue(repository.findAll().isEmpty());    var ticket = LotteryTestUtils.createLotteryTicket();    var id = repository.save(ticket);    assertTrue(id.isPresent());    assertEquals(1, repository.findAll().size());    var optionalTicket = repository.findById(id.get());    assertTrue(optionalTicket.isPresent());  }",testCrudOperations
3680,"  public void <extra_id_0>(final UserAccount userAccount) {    if (cache.isFull() && !cache.contains(userAccount.getUserId())) {      LOGGER.info(""# Cache is FULL! Writing LRU data to DB..."");      UserAccount toBeWrittenToDb = cache.getLruData();      dbManager.upsertDb(toBeWrittenToDb);    }    cache.set(userAccount.getUserId(), userAccount);  }  /**   * Clears cache.   */",writeBehind
725,"  ReceiptViewModel <extra_id_0>(String userName, String itemName);",loggedInUserPurchase
1263,  public void <extra_id_0>(T value) {    super.fulfill(value);    postFulfillment();  }  /**   * Fulfills the promise with exception due to error in execution.   *   * @param exception the exception will be wrapped in {@link ExecutionException} when accessing the   *                  value using {@link #get()}.   */  @Override,fulfill
3384,  public abstract String <extra_id_0>(Object... parameters) throws DatabaseUnavailableException;,receiveRequest
2960,      public Private <extra_id_0>(Double cost) {        this.cost = cost;        return this;      }      @Override,setCost
1808,  public Result<?> <extra_id_0>(Input<?> input) {    this.master.doWork(input);    return this.master.getFinalResult();  },getResult
802,  public double <extra_id_0>(double amount) {    return amount * TAX_PERCENTAGE / 100.0;  },calculate
2489,  public final E <extra_id_0>() {    if (next == null) {      return fromIterator.next();    } else {      final var result = next;      next = null;      return result;    }  }  /**   * Computes the next object of the Iterable. Can be implemented to realize custom behaviour for an   * iteration process. null is considered as end of data.   *   * @return the next element of the Iterable.   */,next
2917,  public void <extra_id_0>() {    // do nothing  }  /**   * render.   */  @Override,update
2353,"  void <extra_id_0>() {    System.setProperty(""mongo-host"", TEST_HOST);    System.setProperty(""mongo-port"", String.valueOf(TEST_PORT));    mongoDatabase.drop();    mongoBank = new MongoBank(mongoDatabase.getName(), TEST_ACCOUNTS_COLLECTION);  }  @AfterAll",init
525,  public abstract void <extra_id_0>(final String name);,setName
294,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteWithoutException
3315,  public int <extra_id_0>() {    return children.size();  },count
2948,      public String <extra_id_0>() {        return name;      },getName
1504,"  public AlbumPage <extra_id_0>(String albumTitle) {    var albumTitleInputTextField = (HtmlTextInput) page.getElementById(""albumTitle"");    albumTitleInputTextField.setText(albumTitle);    return this;  }  /**   * Sets the artist input text field.   *   * @param artist the new artist value to set   * @return {@link AlbumPage}   */",changeAlbumTitle
1923,  boolean <extra_id_0>(int leaderId);  /**   * Send election message to other instances.   *   * @param currentId Instance ID of which sends this message.   * @param content   Election message content.   * @return {@code true} if the message is accepted by the target instances.   */,sendHeartbeatMessage
2140,    void <extra_id_0>();,deleteAllToppings
418,  void <extra_id_0>() throws SQLException {    try (var connection = DriverManager.getConnection(DB_URL);         var statement = connection.createStatement()) {      statement.execute(UserTableModule.DELETE_SCHEMA_SQL);    }  }  @Test,tearDown
2530,  public Weapon <extra_id_0>(WeaponType weaponType) {    return ORCARSENAL.get(weaponType);  }  @Override,manufactureWeapon
1556,  void <extra_id_0>() {    Assertions.assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteApplicationWithoutException
1147,    public void <extra_id_0>(String body) {      throw poison();    }    @Override,setBody
3311,"  public static void <extra_id_0>(String[] args) {    var messenger = new Messenger();    LOGGER.info(""Message from the orcs: "");    messenger.messageFromOrcs().print();    LOGGER.info(""Message from the elves: "");    messenger.messageFromElves().print();  }",main
551,  List<Spell> <extra_id_0>();,findAllSpells
1905,"  void <extra_id_0>() {    try {      final var ringInstance = new RingInstance(null, 1, 1);      var ringMessage = new Message(MessageType.HEARTBEAT, """");      ringInstance.onMessage(ringMessage);      var ringInstanceClass = AbstractInstance.class;      var messageQueueField = ringInstanceClass.getDeclaredField(""messageQueue"");      messageQueueField.setAccessible(true);      assertEquals(ringMessage, ((Queue<Message>) messageQueueField.get(ringInstance)).poll());    } catch (IllegalAccessException | NoSuchFieldException e) {      fail(""fail to access messasge queue."");    }  }  @Test",testOnMessage
3173,"  void <extra_id_0>() {    final var otherCustomer = new Customer(ID, FIRSTNAME, LASTNAME);    assertEquals(customer, otherCustomer);    assertEquals(customer.hashCode(), otherCustomer.hashCode());  }  @Test",equalsWithSameObjectValues
2328,"  public int <extra_id_0>(String bankAccount) {    return accountsCollection        .find(new Document(""_id"", bankAccount))        .limit(1)        .into(new ArrayList<>())        .stream()        .findFirst()        .map(x -> x.getInteger(""funds""))        .orElse(0);  }  @Override",getFunds
1949,"  protected void <extra_id_0>(Message message) {    var content = message.getContent();    LOGGER.info(INSTANCE + localId + "" - Election Message: "" + content);    var candidateList = Arrays.stream(content.trim().split("",""))        .map(Integer::valueOf)        .sorted()        .toList();    if (candidateList.contains(localId)) {      var newLeaderId = candidateList.get(0);      LOGGER.info(INSTANCE + localId + "" - New leader should be "" + newLeaderId + ""."");      messageManager.sendLeaderMessage(localId, newLeaderId);    } else {      content += "","" + localId;      messageManager.sendElectionMessage(localId, content);    }  }  /**   * Process leader Message. The instance will set the leader ID to be the new one and send the   * message to the next instance until all the alive instance in the ring is informed.   */  @Override",handleElectionMessage
